ID_RSSD,predicted_lifespan,exists
973261,1.5030800821355155,1
3191691,1.4154688569473006,1
5729856,2.465936573123434,1
799256,1.3216700889801523,1
5810307,1.6618754277891945,1
5851319,1.3358339037189078,1
5834853,1.2787223362993472,1
3142778,1.262149212867897,1
631039,4.989441022130968,1
5727919,2.2231244092435043,1
602507,2.45859000684462,1
5210493,5.802071640428916,0
5811528,1.6783299110198397,1
5839951,1.4031211498973226,1
5777969,1.657266712297514,1
3226221,2.4085785991330075,1
5068489,1.5906913073237547,1
5451830,1.5933378964179865,1
5837715,1.5397281270710454,1
5807987,1.4465252110426612,1
3267411,2.5239790098106325,1
3946828,2.2684736481861654,1
5784976,1.9490120921743084,1
5813586,1.6180606890257936,1
5309481,5.377038558065235,1
25759,2.04750061722816,1
530851,1.210130047912396,1
5729762,2.3687611225188103,1
366573,1.3378872918092546,1
5758539,2.162527948893446,1
5752706,1.724623056614837,0
4908524,2.07133662889447,1
4420790,2.3753775952543807,1
183154,1.7154460415240647,1
2551609,2.4296280434144806,1
1915240,1.5030800821355155,1
56548,1.3388090349075876,1
5481903,1.9453410905772288,1
246237,2.307823560727043,1
5495898,1.9450148300250998,1
4163949,1.8425735797399052,1
5487222,2.3271822952315664,0
3739066,1.8583655030800776,1
5742220,1.4056472364778672,1
1411199,2.3408624229979376,1
2644556,1.3021035820214508,1
4148599,1.0371164847523526,1
5385841,2.2272923162724614,1
3443989,1.5934291581108908,1
5729669,2.352151494410218,1
3133860,1.5852156057494962,1
5809927,2.231874667275078,1
5336218,5.373917408167913,1
5741250,1.2813141683778289,1
3945492,1.844517453798774,1
2174839,1.5030800821355155,1
5728729,2.428473648186165,1
988162,1.5030800821355155,1
5818312,1.6016335843029865,1
3741957,1.8426192105863577,1
3763593,2.256376910791698,1
5765087,1.9862924937257518,1
5765069,1.9770294318959578,1
4803142,1.6265635409536876,1
873044,1.5934291581108908,1
2568782,2.3408624229979376,0
4010520,2.4510791695185956,1
5757019,2.220227013461096,1
5651452,2.4696052931781853,1
5725997,1.6393155373032122,1
71402,1.713171800136887,1
5281738,6.029404517453809,1
205243,8.08853296828657,1
380878,2.0588637919233372,1
3539565,1.5934291581108908,1
5555886,1.8906776180698128,1
4435187,1.792781200091265,1
5679326,2.498005932010055,1
5835074,1.4483230663928885,1
3842881,1.4042094695427987,1
1448494,1.5030800821355155,1
5377118,1.5934291581108908,1
407766,1.5030800821355155,1
3022076,1.7617065936573195,1
1095414,2.2957061373488483,1
5851328,1.2922381930184754,1
5788965,1.68328542094456,1
617501,2.335432352270126,1
2354387,1.472963723477064,1
3331723,1.5934291581108908,1
5839081,1.3497786903947138,1
5842380,1.3388090349075876,1
5805161,1.6262833675564783,1
1859595,1.5906913073237547,1
5852071,1.4291581108829527,1
219101,2.2158517866649206,0
5730991,1.2813141683778289,1
5805778,1.716787588409757,1
5835636,1.48939082819987,1
674353,1.8493634496919993,1
5854842,1.4291581108829527,1
5785094,1.9798220396988393,1
5839335,2.220360483686967,1
4805829,1.2324617841660919,1
2599544,1.5934291581108908,1
5820061,1.7698927675108413,1
5851216,1.300469997718453,1
5721663,2.4160164271047306,1
4157386,1.6755646817248393,1
575731,2.4388957335158468,1
5820034,1.505808806753361,1
5831478,1.098185531315973,0
1009251,2.32660734656627,1
5143005,2.1279275990569606,1
5840528,1.316906228610545,1
5759415,2.234633812457231,1
5752023,2.2128290132825494,1
4158169,1.6755646817248393,1
5742163,1.4056472364778672,1
5754045,0.6012189954695093,0
2811367,1.5030800821355155,1
5784819,1.9073681280060448,1
5716632,1.8750627424138644,1
1916948,2.5155007985398155,1
5791488,1.785306867442387,1
3564455,1.3579739904175203,1
138136,1.5934291581108908,1
5586741,1.5578918548939165,1
5785517,1.9438801429766492,1
19730,2.3988957335158476,1
5726501,1.4154688569473006,1
3678567,1.6509240246406454,1
3370302,12.591375770020486,1
533535,1.9082911248003704,1
1720855,2.45859000684462,1
5726248,2.3548710928587826,1
692236,2.464010951403138,1
5741728,1.4056472364778672,1
5534368,2.0497832534793576,1
5840555,1.6169381702030576,1
5754522,2.0208473799495423,1
3651663,2.29500570385582,1
5839504,2.2581236135795897,1
5777905,2.1579739904175206,1
2838207,2.1997353410905793,1
2077538,1.5030800821355155,1
129787,2.04264658909423,1
2162715,1.6755646817248393,1
5842054,1.3771206935888727,1
5756692,2.144426192105867,1
5784127,1.9415754810251693,1
5723715,2.436915354779822,1
5826465,2.331316449920137,1
5178865,6.063974446725969,0
5813595,1.6208076659822128,1
3564428,1.8875348695718306,1
5810790,1.7160301163586622,1
5701768,2.5206753365275043,1
5839670,1.5989048596851487,1
5043785,2.125357846579613,1
5759198,1.4337120693588803,1
5811470,1.6705087839379353,1
5841310,1.316906228610545,1
5753888,2.041530918804575,1
5789029,1.9029249372575923,1
771159,1.4356011864020006,1
5745481,0.4197125256673495,0
5831713,1.098185531315973,1
5741951,1.4056472364778672,1
2223157,2.343600273785082,1
5780754,1.988847821127083,1
3212402,1.9364544832306645,1
5722549,2.4463335614875734,1
5810772,1.7095870408396114,1
1009804,2.214967830253243,1
3866999,2.458243212411585,1
670551,2.256673511293632,1
5783250,1.417756179177127,1
5425288,2.1357139597796735,1
210779,1.8425735797399052,1
5833696,2.3463472507414855,1
5760774,2.1101619895048906,1
5808818,1.8562902121834304,1
445713,2.0989368012776564,1
4165680,2.3408624229979376,1
363,1.5030800821355155,1
5729360,2.4779694273328805,1
5734766,2.126853753137119,1
4679936,1.945197353410908,1
99415,1.5112936344969101,1
3928897,1.5934291581108908,1
946461,2.294382842801735,1
5838570,1.3963039014373668,1
5728336,2.3095231576545774,1
5752340,2.2613452803185923,1
5723902,2.4472370522473232,1
4512369,1.3061373488478285,1
443849,2.5051334702258896,1
5810428,1.8126123659593842,1
456250,1.8234086242299683,1
940955,1.5934291581108908,1
3277241,2.0988637919233533,1
5742136,1.4056472364778672,1
5835757,1.4510700433493076,1
543459,1.8752817704768412,1
883557,1.5030800821355155,1
5808537,1.6646132785763228,1
5616899,8.588793064111357,1
5730366,0.881893299870715,0
3306824,1.601642710472277,1
853934,12.59646817248455,1
5851681,1.00359571070043,1
5725979,2.421656399726217,1
4717230,1.924617841660954,1
5282388,1.971252566735114,1
5760019,2.064836261312644,1
3603149,2.533862651152182,1
2109626,1.4291581108829527,1
5687424,1.9993870256293338,1
5280254,1.42909422769792,1
4795827,1.7987679671457935,1
5792047,1.9066301619894992,1
5741607,2.30811772758385,1
5808229,1.6973579739904197,1
1167106,2.0944558521560586,1
5815795,2.0556157882728714,1
1031515,2.105507643166795,1
5451175,2.313410905772304,0
5857704,1.2702623773671062,1
154257,1.3111567419575665,1
5785179,1.783643014677926,1
4867489,2.2764864248231715,1
2210821,1.5196805840748406,1
5721195,2.447492584987441,1
5728569,2.2940908053844424,1
5841619,1.371654894535233,1
4157528,1.6755646817248393,1
5804137,1.7987314624686321,1
1727247,2.326999771845758,1
2221854,1.5934291581108908,1
5351846,1.262149212867897,1
756259,2.1133744010951405,1
5785003,1.9667624914442232,1
2396547,1.5934291581108908,1
3350724,1.4428291124800259,1
5857629,1.3004152407027103,1
5806869,1.7604289299566596,1
959050,1.5030800821355155,1
4477075,1.2922564453570564,1
799612,2.3235044490075203,1
5835681,1.48939082819987,1
5784305,1.9306319872233613,1
4152886,1.6662377367100092,1
5680256,1.8830959008289607,0
5807781,1.7481268537531331,1
2300562,2.5051334702258896,1
2105785,2.4640657084188806,1
5729810,2.2785507974819623,1
5818527,1.6454391968970965,1
356752,2.4116176135067238,1
726104,2.50514259639518,1
5810110,1.196778722988166,0
4837857,1.5934291581108908,1
5728699,2.428473648186165,1
5841909,1.1775477222602508,1
382555,2.351156741957576,1
3622720,1.0562628336755628,1
4026790,2.4284645220168755,0
5832457,1.5214145562400252,1
310754,2.244403376682635,1
5851627,1.4291581108829527,1
432508,2.3408441706593566,1
846945,2.3534017796030144,1
5517183,2.507579283595719,1
1219715,2.501451060917197,1
1203910,1.6457494866529676,1
5720880,1.9424868811316507,1
5692473,1.6372986538900265,1
5754148,2.100385493736622,1
5694963,1.9027332877024798,0
5757336,2.0855213324207136,1
2880774,1.5030800821355155,1
5809084,1.7791467031713397,1
3103591,2.279470682181156,1
4150097,1.8879631358197404,1
1241985,1.5633127994524325,1
5841271,1.316906228610545,1
1856576,1.5030800821355155,1
5752108,2.0816182508899743,1
1759828,12.588318503308189,1
399656,2.4107688797627334,1
5841721,1.8003924252794854,1
5718926,2.471805641566091,1
5139987,1.5030800821355155,1
357469,1.4330093543235192,1
2655682,1.5934291581108908,1
5754465,1.5934291581108908,1
4802332,5.259767282683061,0
1168626,1.5934291581108908,1
4984247,2.2244307551905003,1
1721843,2.5051334702258896,1
5729566,2.3249577914670283,1
5785384,1.9282044261920992,1
5856118,1.4291581108829527,1
19477,1.4291581108829527,1
340108,2.327720739219704,1
43351,1.2813141683778289,1
2290104,2.3833569092706606,1
5728345,2.2716678074378334,1
5759376,2.098955053616239,1
5742686,1.4056472364778672,1
4099570,1.8174674880219057,1
4010481,2.4968651608487433,1
3606663,1.5934291581108908,1
4340991,1.390828199863108,1
5729128,2.428473648186165,1
4362742,2.0999552817704745,1
5817052,2.100022815423226,1
5693117,2.3656217202829115,1
5735437,1.7387907825690172,1
3806025,1.6755646817248393,1
4438610,1.5934291581108908,1
5716333,2.546304661951493,1
4153294,1.6662377367100092,1
681173,1.9400958247775535,1
5716502,2.410489787875824,1
5810053,1.397180013689248,1
117403,1.8580809621589838,1
5559062,2.01094227697924,1
369257,2.0479762719598416,1
5814510,1.3932010038786151,1
4520784,1.5934291581108908,1
2451839,2.2220214464978243,1
121996,1.4154506046087199,1
985152,2.349176363221527,1
5755921,2.162883869495771,1
5105302,2.5050422085329846,1
5728073,2.353068674423911,1
3269545,8.148482774355484,0
2246419,2.0884325804243677,1
563532,1.6344877937485742,1
2161772,1.5030800821355155,1
5837425,1.4346520647957923,1
3392304,2.4137957259107083,1
5730076,1.4154077299878922,1
801391,2.1418571754506175,1
2647267,1.5934291581108908,1
4664268,2.4928389991634345,1
4168364,1.7467853068674333,1
5722204,2.397325967210971,1
3388718,2.194115902349986,1
5792748,1.8453114305270377,1
5726369,2.329883641341549,1
3451957,2.4584531143052635,1
5833801,1.507524526579974,1
5833856,1.870490531599367,1
868189,2.138288843258039,0
4173667,1.262149212867897,1
331900,1.8061875427789076,1
834362,1.210130047912396,1
2161950,1.5030800821355155,1
3184077,1.5934291581108908,1
5809888,1.9918229523157585,1
5684311,1.0997216518366448,1
5734065,1.4056472364778672,1
4718237,1.407164317898626,1
3439535,1.4291581108829527,1
5834349,1.4345242984257263,1
5788219,1.8177412731006106,1
184601,2.45859000684462,1
402761,1.5030800821355155,1
2078816,1.4291581108829527,1
5785870,2.061565138033304,1
2582966,2.3337896417978463,1
906661,1.5030800821355155,1
5805509,1.530148300250975,1
3634040,2.218453114305267,1
2108535,2.302678530686746,1
972956,1.2320693588866023,1
5806319,1.501048857599162,1
560812,1.4998494182067097,1
36858,2.356605065023955,1
5734261,1.2813141683778289,1
5857852,1.4291581108829527,1
5783858,1.9798220396988393,1
5813353,1.6431028975587405,1
3604968,2.176048679816645,1
763574,1.262149212867897,1
5725447,2.4264293862651174,1
541026,1.5934291581108908,1
4173854,1.262149212867897,1
5726314,1.7669613501584267,1
5840500,1.3135751768195332,1
4153511,1.6755646817248393,1
2913252,1.4154688569473006,1
5789289,1.869961213780521,1
680354,1.3061373488478285,1
2510866,2.5360164271047227,1
5757541,2.0972667122975053,1
2661991,1.3579739904175203,1
5858327,1.270344512890722,1
76108,2.3408441706593566,1
5610963,2.3012731006160134,1
5755882,0.2245859000684475,0
2952251,1.5934291581108908,1
380252,1.5030800821355155,1
850924,1.5934291581108908,1
5815807,2.0556157882728714,1
5785889,2.0489801505817913,1
408455,0.9734679443303665,1
2203337,2.5051334702258896,1
3949810,1.9142276979237953,1
5586116,1.5934291581108908,1
3381513,0.6705361624458112,0
5709429,1.5960209901893687,1
5804203,1.8863791923340132,1
5829532,1.6208076659822128,1
5719482,0.5736527492585008,0
1244409,2.50790478363374,1
4975021,1.4291581108829527,1
766043,2.0434833936312335,1
5754009,1.6827469769564163,1
3292422,2.335952543919693,1
791278,1.4291581108829527,1
4916613,1.4320237280401489,1
173016,1.5934291581108908,1
4763321,2.3608487337440156,1
5830284,1.6153319644079296,1
5722277,2.4274697695642278,1
2535896,2.3408441706593566,1
5804892,1.4291581108829527,1
5840676,1.5837006616472733,1
5840461,1.634542550764317,1
911302,2.3588044718229537,1
891084,1.601642710472277,1
5805143,1.568788501026689,1
5561001,1.9403148528405185,1
5841598,1.445594341775048,1
5808603,1.6812867898699448,1
5721168,1.4291581108829527,1
5832336,1.5570613734884768,1
82734,2.3212411590235007,1
5734159,1.4056472364778672,1
5378049,2.3936755646817254,1
2575276,1.5879534565366262,1
4496094,1.087200547570157,1
822060,1.8152041980378697,1
2218199,1.5030800821355155,1
4990864,1.8987177732146938,1
3644825,0.6563906000456298,0
930871,2.0944558521560586,1
5837966,1.6644855122062567,1
3016338,1.505717545060456,1
3539248,1.8238101756787604,1
3924303,11.495687885010243,1
5802731,2.0971937029431817,1
5837573,2.4838238649326922,1
2739041,2.173588866073469,1
5809543,1.6378462240474525,1
857464,1.5030800821355155,1
1206201,2.1781975815651404,1
5825767,1.5304585900068446,1
3345720,2.5051334702258896,1
170707,2.316066621035812,1
5814529,1.541026694045168,1
5840108,1.3388090349075876,1
833066,1.5030800821355155,1
5836268,1.7799315537303244,1
843083,2.0305218865095616,1
5752005,1.896759159668128,1
401157,1.5030800821355155,1
4261386,1.798941364362305,1
3340417,1.5934291581108908,1
5751464,2.1690953231519665,1
945736,2.0732375085557804,1
5783737,1.9851973534109026,1
3733372,2.343600273785082,1
394325,1.5934291581108908,1
5616901,8.588793064111357,1
4549392,1.5030800821355155,1
96816,2.3200912616929,1
697147,2.4797353410905885,1
5725317,2.371453342459498,1
5788929,1.7936116814966965,1
2810771,1.5934291581108908,1
3679498,1.5879534565366262,1
5723229,2.2129956650695917,1
736662,1.2320146018708598,1
3511301,1.5030800821355155,1
5840685,1.5604928131416835,1
2655655,1.5934291581108908,1
3635720,1.5934291581108908,1
5721252,2.388220136240672,1
5838691,1.509549015134222,1
3359325,1.5579009810632067,1
1948202,2.3500889801505966,1
4512752,1.409719396082535,1
5579501,3.2917180013689387,1
15871,2.327109285877243,1
2088815,2.4640657084188806,1
5833089,1.5388455395847502,1
4495622,2.3408624229979376,1
5533688,1.7293634496919974,1
3359820,1.5030800821355155,1
5371808,1.983591147615794,1
813648,1.262149212867897,1
5530810,3.9615362384972057,1
1013744,1.256472735569241,1
5683668,1.9896783025325215,1
2606488,2.5051334702258896,1
5858046,1.2977412731006128,1
5733787,1.764796883472446,1
141341,1.5673921971252534,0
3316832,1.472963723477064,0
5623561,1.7201997617055922,1
2949644,2.5051334702258896,1
5745294,2.1808183131797088,1
3676031,1.5934291581108908,1
5784921,1.8308190736938168,1
4868945,2.3856810403832895,1
2645423,2.3274195756331184,1
5787481,1.8946566278804338,1
4399391,2.009564225416391,1
3657106,1.413148442806208,1
5069888,2.323832230587863,1
3102428,1.4291581108829527,1
5835609,1.48939082819987,1
5334054,2.4991832078485223,1
1729492,2.4626785306867602,1
4494326,2.215195071868575,1
971641,2.5051243440565996,1
3606421,12.594770704996531,1
3559862,1.2493086926762529,1
624862,1.5030800821355155,1
378259,2.1748574036048356,1
5612891,1.4482956878850173,1
5686847,2.2703340039684976,1
3596027,2.2156020490548425,1
5810594,1.6650330823636714,1
109903,2.2310015970796173,0
136057,1.6755646817248393,1
5858402,1.3427971708875217,1
2777566,1.4291581108829527,1
843159,1.3579739904175203,1
2469348,2.3408624229979376,0
617341,1.648678986995199,1
5741755,1.4056472364778672,1
5726800,1.5934291581108908,1
2808901,2.50514259639518,1
5742501,1.4056472364778672,1
5554704,1.5058179329226513,1
180902,2.3152908966461245,1
5856994,1.4291581108829527,1
3263637,1.821802418434863,1
4542281,2.29199178644763,1
3209448,1.5906913073237547,1
5779217,1.9436459046315202,1
5792597,1.764417065936575,1
283232,1.8234086242299683,1
2341912,2.3011179557380705,1
5840751,1.3141866301619969,1
5820098,1.5113027606662006,1
733764,1.1135590104624988,1
2343233,1.5934291581108908,1
5741812,1.4056472364778672,1
5813465,1.6344969199178647,1
5836156,1.4289081714305472,1
5751811,1.9752010783727276,1
5784949,1.9652110426648404,1
5724066,2.475783709787816,0
5712643,2.5421267016503166,1
5743683,2.2439610161084285,1
5840854,1.3388090349075876,1
5728484,2.4459776408852427,1
5787566,1.9031713438284328,1
5830677,1.5304585900068446,1
4440239,2.1300570385580655,1
884086,1.924663472507406,1
449739,2.260345708971985,1
2573197,1.5058361852612323,1
3114935,1.5934291581108908,1
5725456,2.3678224308203717,1
666479,1.5030800821355155,1
